K,Time,Position,Velocity
1,0.0,1.0,0.0
1,0.01001001001001001,0.9999499002681357,-0.01000984284318011
1,0.02002002002002002,0.9997996061277901,-0.02001868323907889
1,0.03003003003003003,0.9995491326625016,-0.03002551838759525
1,0.04004004004004004,0.9991985049267187,-0.04002934481909702
1,0.050050050050050046,0.9987477580135437,-0.050029159775447085
1,0.06006006006006006,0.9981969370552184,-0.06002396121854249
1,0.07007007007007007,0.9975460972231249,-0.07001274783031423
1,0.08008008008008008,0.9967953037277847,-0.07999451901272747
1,0.09009009009009009,0.9959446318188592,-0.08996827488778142
1,0.10010010010010009,0.9949941667851494,-0.09993301629750936
1,0.11011011011011011,0.9939440039545965,-0.1098877448039787
1,0.12012012012012012,0.9927943171406995,-0.11983164413139845
1,0.13013013013013014,0.9915453072231638,-0.12976392634236625
1,0.14014014014014015,0.9901970893389577,-0.13968354272026687
1,0.15015015015015015,0.9887497879615798,-0.1495894480216261
1,0.16016016016016016,0.9872035373991643,-0.15948060182758064
1,0.17017017017017017,0.9855584817944817,-0.1693559685438782
1,0.18018018018018017,0.9838147751249379,-0.17921451740087752
1,0.19019019019019018,0.9819725812025748,-0.18905522245354828
1,0.20020020020020018,0.9800320736740703,-0.1988770625814712
1,0.21021021021021022,0.977993436020738,-0.20867902148883805
1,0.22022022022022023,0.9758568615585272,-0.21846008770445147
1,0.23023023023023023,0.9736225534380234,-0.2282192545817252
1,0.24024024024024024,0.9712907246444475,-0.23795552029868391
1,0.2502502502502503,0.9688615979976567,-0.2476678878579634
1,0.2602602602602603,0.9663354061521436,-0.2573553650868103
1,0.2702702702702703,0.963712391597037,-0.26701696463708224
1,0.2802802802802803,0.9609928066561015,-0.276651703985248
1,0.2902902902902903,0.9581769134877374,-0.28625860543238735
1,0.3003003003003003,0.9552649840849806,-0.29583669610419083
1,0.3103103103103103,0.9522573002755035,-0.30538500795096024
1,0.3203203203203203,0.9491541537216138,-0.3149025777476082
1,0.3303303303303303,0.9459558459202554,-0.3243884470936583
1,0.34034034034034033,0.9426626882030076,-0.33384166241324564
1,0.35035035035035034,0.939275001736086,-0.3432612749551154
1,0.36036036036036034,0.9357931175203418,-0.3526463407926246
1,0.37037037037037035,0.932217376391262,-0.36199592082374066
1,0.38038038038038036,0.9285481290189697,-0.3713090807710424
1,0.39039039039039036,0.9247857359082235,-0.3805848911817197
1,0.40040040040040037,0.9209305673984183,-0.3898224274275728
1,0.41041041041041043,0.9169830036635842,-0.39902076970501366
1,0.42042042042042044,0.9129434347123877,-0.40817900303506494
1,0.43043043043043044,0.908812260388131,-0.4172962172633601
1,0.44044044044044045,0.9045898903687521,-0.42637150706014404
1,0.45045045045045046,0.9002767441668247,-0.43540397192027236
1,0.46046046046046046,0.8958732511295586,-0.4443927161632115
1,0.47047047047047047,0.8913798504387993,-0.4533368489330396
1,0.4804804804804805,0.886796991111028,-0.46223548419844473
1,0.4904904904904905,0.8821251319973622,-0.47108774075272697
1,0.5005005005005005,0.8773647417835547,-0.4798927422137971
1,0.5105105105105106,0.8725162989899946,-0.4886496170241762
1,0.5205205205205206,0.8675802919717064,-0.4973574984509972
1,0.5305305305305306,0.8625572189183509,-0.5060155245860037
1,0.5405405405405406,0.8574475878542245,-0.5146228383455508
1,0.5505505505505506,0.8522519166382592,-0.5231785874706035
1,0.5605605605605606,0.8469707329640235,-0.5316819245267388
1,0.5705705705705706,0.841604574359721,-0.5401320069041441
1,0.5805805805805806,0.8361539881881918,-0.5485279968176182
1,0.5905905905905906,0.8306195316469113,-0.5568690613065708
1,0.6006006006006006,0.825001771767991,-0.5651543722350224
1,0.6106106106106106,0.8193012854181785,-0.5733831062916046
1,0.6206206206206206,0.8135186592988567,-0.5815544449895601
1,0.6306306306306306,0.8076544899460446,-0.5896675746667426
1,0.6406406406406406,0.8017093837303971,-0.5977216864856165
1,0.6506506506506506,0.795683956857205,-0.6057159764332577
1,0.6606606606606606,0.7895788353663948,-0.6136496453213527
1,0.6706706706706707,0.7833946551325288,-0.6215218987861989
1,0.6806806806806807,0.7771320618648052,-0.6293319472887053
1,0.6906906906906907,0.7707917111070581,-0.6370790061143913
1,0.7007007007007007,0.7643742682377576,-0.6447622953733875
1,0.7107107107107107,0.7578804084700091,-0.6523810400004355
1,0.7207207207207207,0.7513108168515544,-0.659934469754888
1,0.7307307307307307,0.744666188264771,-0.6674218192207085
1,0.7407407407407407,0.7379472274266721,-0.6748423278064718
1,0.7507507507507507,0.7311546488889069,-0.6821952397453631
1,0.7607607607607607,0.7242891761001692,-0.6894798067354403
1,0.7707707707707707,0.7173512597924849,-0.6966960570919126
1,0.7807807807807807,0.7103414091439546,-0.7038437989917574
1,0.7907907907907907,0.7032603587133326,-0.7109222108715396
1,0.8008008008008007,0.6961088473421101,-0.7179304820380352
1,0.8108108108108109,0.6888876181545153,-0.7248678126682313
1,0.8208208208208209,0.6815974185575134,-0.731733413809326
1,0.8308308308308309,0.6742390002408069,-0.7385265073787286
1,0.8408408408408409,0.6668131191768345,-0.7452463261640592
1,0.8508508508508509,0.6593205356207725,-0.7518921138231494
1,0.8608608608608609,0.6517620141105339,-0.7584631248840414
1,0.8708708708708709,0.6441383234667688,-0.764958624744989
1,0.8808808808808809,0.6364502367928642,-0.7713778896744566
1,0.8908908908908909,0.6286985314749438,-0.7777202068111201
1,0.9009009009009009,0.6208839891818688,-0.783984874163866
1,0.9109109109109109,0.613007395865237,-0.7901712006117922
1,0.9209209209209209,0.6050695417593832,-0.7962785059042077
1,0.9309309309309309,0.5970712213813791,-0.8023061206606324
1,0.9409409409409409,0.5890132335310335,-0.8082533863707975
1,0.950950950950951,0.5808963812908923,-0.8141196553946449
1,0.960960960960961,0.5727214720262379,-0.819904290962328
1,0.970970970970971,0.5644893173850902,-0.825606667174211
1,0.980980980980981,0.5562007332982057,-0.8312261690008693
1,0.990990990990991,0.5478565399790779,-0.8367621922830893
1,1.001001001001001,0.5394575619239373,-0.8422141437318686
